name,time,currentVisitors
Sundhöll Reykjavíkur,2021-11-05T20:15:03Z,382
Vesturbæjarlaug,2021-11-05T20:15:03Z,436
Árbæjarlaug,2021-11-05T20:20:02Z,228
Breiðholtslaug,2021-11-05T20:20:02Z,248
Grafarvogslaug,2021-11-05T20:20:02Z,217
Laugardalslaug,2021-11-05T20:20:02Z,187
Sundhöll Reykjavíkur,2021-11-05T20:20:02Z,384
Vesturbæjarlaug,2021-11-05T20:20:02Z,438
Árbæjarlaug,2021-11-05T20:25:02Z,229
Breiðholtslaug,2021-11-05T20:25:02Z,249
Grafarvogslaug,2021-11-05T20:25:02Z,219
Laugardalslaug,2021-11-05T20:25:02Z,187
Sundhöll Reykjavíkur,2021-11-05T20:25:02Z,385
Vesturbæjarlaug,2021-11-05T20:25:02Z,441
Árbæjarlaug,2021-11-05T20:30:02Z,230
Breiðholtslaug,2021-11-05T20:30:02Z,249
Grafarvogslaug,2021-11-05T20:30:02Z,221
Laugardalslaug,2021-11-05T20:30:02Z,186
Sundhöll Reykjavíkur,2021-11-05T20:30:02Z,385
Vesturbæjarlaug,2021-11-05T20:30:02Z,444
Árbæjarlaug,2021-11-05T20:35:02Z,230
Breiðholtslaug,2021-11-05T20:35:02Z,251
Grafarvogslaug,2021-11-05T20:35:02Z,223
Laugardalslaug,2021-11-05T20:35:02Z,187
Sundhöll Reykjavíkur,2021-11-05T20:35:02Z,388
Vesturbæjarlaug,2021-11-05T20:35:02Z,450
Árbæjarlaug,2021-11-05T20:40:02Z,230
Breiðholtslaug,2021-11-05T20:40:02Z,251
Grafarvogslaug,2021-11-05T20:40:02Z,223
Laugardalslaug,2021-11-05T20:40:02Z,188
Sundhöll Reykjavíkur,2021-11-05T20:40:02Z,390
Vesturbæjarlaug,2021-11-05T20:40:02Z,456
Árbæjarlaug,2021-11-05T20:45:03Z,230
Breiðholtslaug,2021-11-05T20:45:03Z,252
Grafarvogslaug,2021-11-05T20:45:03Z,224
Laugardalslaug,2021-11-05T20:45:03Z,189
Sundhöll Reykjavíkur,2021-11-05T20:45:03Z,391
Vesturbæjarlaug,2021-11-05T20:45:03Z,459
Árbæjarlaug,2021-11-05T20:50:03Z,231
Breiðholtslaug,2021-11-05T20:50:03Z,256
Grafarvogslaug,2021-11-05T20:50:03Z,225
Laugardalslaug,2021-11-05T20:50:03Z,189
Sundhöll Reykjavíkur,2021-11-05T20:50:03Z,393
Vesturbæjarlaug,2021-11-05T20:50:03Z,463
Árbæjarlaug,2021-11-05T20:55:02Z,232
Breiðholtslaug,2021-11-05T20:55:02Z,257
Grafarvogslaug,2021-11-05T20:55:02Z,226
Laugardalslaug,2021-11-05T20:55:02Z,189
Sundhöll Reykjavíkur,2021-11-05T20:55:02Z,393
Vesturbæjarlaug,2021-11-05T20:55:02Z,464
Árbæjarlaug,2021-11-05T21:00:02Z,232
Breiðholtslaug,2021-11-05T21:00:02Z,262
Grafarvogslaug,2021-11-05T21:00:02Z,227
Laugardalslaug,2021-11-05T21:00:02Z,188
Sundhöll Reykjavíkur,2021-11-05T21:00:02Z,400
Vesturbæjarlaug,2021-11-05T21:00:02Z,464
Árbæjarlaug,2021-11-05T21:05:02Z,233
Breiðholtslaug,2021-11-05T21:05:02Z,263
Grafarvogslaug,2021-11-05T21:05:02Z,227
Laugardalslaug,2021-11-05T21:05:02Z,191
Sundhöll Reykjavíkur,2021-11-05T21:05:02Z,402
Vesturbæjarlaug,2021-11-05T21:05:02Z,470
Árbæjarlaug,2021-11-05T21:10:03Z,236
Breiðholtslaug,2021-11-05T21:10:03Z,263
Grafarvogslaug,2021-11-05T21:10:03Z,229
Laugardalslaug,2021-11-05T21:10:03Z,193
Sundhöll Reykjavíkur,2021-11-05T21:10:03Z,407
Vesturbæjarlaug,2021-11-05T21:10:03Z,474
Árbæjarlaug,2021-11-05T21:15:02Z,236
Breiðholtslaug,2021-11-05T21:15:02Z,263
Grafarvogslaug,2021-11-05T21:15:02Z,231
Laugardalslaug,2021-11-05T21:15:02Z,194
Sundhöll Reykjavíkur,2021-11-05T21:15:02Z,411
Vesturbæjarlaug,2021-11-05T21:15:02Z,479
Árbæjarlaug,2021-11-05T21:20:03Z,236
Breiðholtslaug,2021-11-05T21:20:03Z,263
Grafarvogslaug,2021-11-05T21:20:03Z,231
Laugardalslaug,2021-11-05T21:20:03Z,191
Sundhöll Reykjavíkur,2021-11-05T21:20:03Z,412
Vesturbæjarlaug,2021-11-05T21:20:03Z,481
Árbæjarlaug,2021-11-05T21:25:03Z,238
Breiðholtslaug,2021-11-05T21:25:03Z,263
Grafarvogslaug,2021-11-05T21:25:03Z,232
Laugardalslaug,2021-11-05T21:25:03Z,191
Sundhöll Reykjavíkur,2021-11-05T21:25:03Z,413
Vesturbæjarlaug,2021-11-05T21:25:03Z,483
Árbæjarlaug,2021-11-05T21:30:03Z,239
Breiðholtslaug,2021-11-05T21:30:03Z,263
Grafarvogslaug,2021-11-05T21:30:03Z,232
Laugardalslaug,2021-11-05T21:30:03Z,193
Sundhöll Reykjavíkur,2021-11-05T21:30:03Z,415
Vesturbæjarlaug,2021-11-05T21:30:03Z,484
Árbæjarlaug,2021-11-05T21:35:02Z,240
Breiðholtslaug,2021-11-05T21:35:02Z,263
Grafarvogslaug,2021-11-05T21:35:02Z,232
Laugardalslaug,2021-11-05T21:35:02Z,193
Sundhöll Reykjavíkur,2021-11-05T21:35:02Z,416
Vesturbæjarlaug,2021-11-05T21:35:02Z,486
Árbæjarlaug,2021-11-05T21:40:02Z,242
Breiðholtslaug,2021-11-05T21:40:02Z,263
Grafarvogslaug,2021-11-05T21:40:02Z,232
Laugardalslaug,2021-11-05T21:40:02Z,195
Sundhöll Reykjavíkur,2021-11-05T21:40:02Z,417
Vesturbæjarlaug,2021-11-05T21:40:02Z,486
Árbæjarlaug,2021-11-05T21:45:02Z,242
Breiðholtslaug,2021-11-05T21:45:02Z,263
Grafarvogslaug,2021-11-05T21:45:02Z,232
Laugardalslaug,2021-11-05T21:45:02Z,195
Sundhöll Reykjavíkur,2021-11-05T21:45:02Z,417
Vesturbæjarlaug,2021-11-05T21:45:02Z,486
Árbæjarlaug,2021-11-05T21:50:02Z,242
Breiðholtslaug,2021-11-05T21:50:02Z,263
Grafarvogslaug,2021-11-05T21:50:02Z,232
Laugardalslaug,2021-11-05T21:50:02Z,194
Sundhöll Reykjavíkur,2021-11-05T21:50:02Z,418
Vesturbæjarlaug,2021-11-05T21:50:02Z,489
Árbæjarlaug,2021-11-05T21:55:03Z,242
Breiðholtslaug,2021-11-05T21:55:03Z,263
Grafarvogslaug,2021-11-05T21:55:03Z,232
Laugardalslaug,2021-11-05T21:55:03Z,193
Sundhöll Reykjavíkur,2021-11-05T21:55:03Z,418
Vesturbæjarlaug,2021-11-05T21:55:03Z,489
Árbæjarlaug,2021-11-05T22:00:02Z,242
Breiðholtslaug,2021-11-05T22:00:02Z,263
Grafarvogslaug,2021-11-05T22:00:02Z,232
Laugardalslaug,2021-11-05T22:00:02Z,192
Sundhöll Reykjavíkur,2021-11-05T22:00:02Z,418
Vesturbæjarlaug,2021-11-05T22:00:02Z,489
Árbæjarlaug,2021-11-05T22:05:02Z,242
Breiðholtslaug,2021-11-05T22:05:02Z,263
Grafarvogslaug,2021-11-05T22:05:02Z,232
Laugardalslaug,2021-11-05T22:05:02Z,192
Sundhöll Reykjavíkur,2021-11-05T22:05:02Z,418
Vesturbæjarlaug,2021-11-05T22:05:02Z,489
Árbæjarlaug,2021-11-05T22:10:03Z,242
Breiðholtslaug,2021-11-05T22:10:03Z,263
Grafarvogslaug,2021-11-05T22:10:03Z,232
Laugardalslaug,2021-11-05T22:10:03Z,190
Sundhöll Reykjavíkur,2021-11-05T22:10:03Z,418
Vesturbæjarlaug,2021-11-05T22:10:03Z,489
Árbæjarlaug,2021-11-05T22:15:02Z,242
Breiðholtslaug,2021-11-05T22:15:02Z,263
Grafarvogslaug,2021-11-05T22:15:02Z,232
Laugardalslaug,2021-11-05T22:15:02Z,183
Sundhöll Reykjavíkur,2021-11-05T22:15:02Z,418
Vesturbæjarlaug,2021-11-05T22:15:02Z,489
Árbæjarlaug,2021-11-05T22:20:02Z,242
Breiðholtslaug,2021-11-05T22:20:02Z,263
Grafarvogslaug,2021-11-05T22:20:02Z,232
Laugardalslaug,2021-11-05T22:20:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:20:02Z,418
Vesturbæjarlaug,2021-11-05T22:20:02Z,489
Árbæjarlaug,2021-11-05T22:25:02Z,242
Breiðholtslaug,2021-11-05T22:25:02Z,263
Grafarvogslaug,2021-11-05T22:25:02Z,232
Laugardalslaug,2021-11-05T22:25:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:25:02Z,418
Vesturbæjarlaug,2021-11-05T22:25:02Z,489
Árbæjarlaug,2021-11-05T22:30:02Z,242
Breiðholtslaug,2021-11-05T22:30:02Z,263
Grafarvogslaug,2021-11-05T22:30:02Z,232
Laugardalslaug,2021-11-05T22:30:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:30:02Z,418
Vesturbæjarlaug,2021-11-05T22:30:02Z,489
Árbæjarlaug,2021-11-05T22:35:02Z,242
Breiðholtslaug,2021-11-05T22:35:02Z,263
Grafarvogslaug,2021-11-05T22:35:02Z,232
Laugardalslaug,2021-11-05T22:35:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:35:02Z,418
Vesturbæjarlaug,2021-11-05T22:35:02Z,489
Árbæjarlaug,2021-11-05T22:40:02Z,242
Breiðholtslaug,2021-11-05T22:40:02Z,263
Grafarvogslaug,2021-11-05T22:40:02Z,232
Laugardalslaug,2021-11-05T22:40:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:40:02Z,418
Vesturbæjarlaug,2021-11-05T22:40:02Z,489
Árbæjarlaug,2021-11-05T22:45:02Z,242
Breiðholtslaug,2021-11-05T22:45:02Z,263
Grafarvogslaug,2021-11-05T22:45:02Z,232
Laugardalslaug,2021-11-05T22:45:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:45:02Z,418
Vesturbæjarlaug,2021-11-05T22:45:02Z,489
Árbæjarlaug,2021-11-05T22:50:03Z,242
Breiðholtslaug,2021-11-05T22:50:03Z,263
Grafarvogslaug,2021-11-05T22:50:03Z,232
Laugardalslaug,2021-11-05T22:50:03Z,180
Sundhöll Reykjavíkur,2021-11-05T22:50:03Z,418
Vesturbæjarlaug,2021-11-05T22:50:03Z,489
Árbæjarlaug,2021-11-05T22:55:02Z,242
Breiðholtslaug,2021-11-05T22:55:02Z,263
Grafarvogslaug,2021-11-05T22:55:02Z,232
Laugardalslaug,2021-11-05T22:55:02Z,180
Sundhöll Reykjavíkur,2021-11-05T22:55:02Z,418
Vesturbæjarlaug,2021-11-05T22:55:02Z,489
